"";"SinS2_contig";"SinS2_start";"SinS2_end";"SinS2_strand"
"ASIC019000";"KI916197";"1685026";"1686128";"1"
"ASIC019011";"KI916197";"1683252";"1684384";"1"
"ASIC019022";"KI916197";"1680424";"1681002";"1"
"ASIC019033";"KI916197";"1678012";"1679490";"-1"
"ASIC019044";"KI916197";"1676814";"1677960";"1"
"ASIC019055";"KI916197";"1673613";"1674776";"1"
"ASIC019067";"KI916197";"1671325";"1672238";"1"
"ASIC019078";"KI916197";"1670655";"1671104";"-1"
"ASIC019089";"KI916197";"1669139";"1670449";"1"
"ASIC019100";"KI916197";"1665829";"1668590";"1"
"ASIC019111";"KI916197";"1656735";"1661171";"1"
"ASIC019122";"KI916197";"1654697";"1655437";"1"
"ASIC019133";"KI916197";"1652885";"1653803";"-1"
"ASIC019144";"KI916197";"1646272";"1646886";"1"
"ASIC019155";"KI916197";"1640946";"1641335";"1"
"ASIC019166";"KI916197";"1588060";"1625887";"1"
"ASIC019178";"KI916197";"1584808";"1585128";"-1"
"ASIC019189";"KI916197";"1576985";"1577275";"1"
"ASIC019197";"KI916197";"1574377";"1574793";"-1"
"ASIC019198";"KI916197";"1573458";"1573790";"-1"
"ASIC019199";"KI916197";"1565367";"1566405";"1"
"ASIC019200";"KI916197";"1563036";"1564122";"-1"
"ASIC019201";"KI916197";"1551974";"1552337";"1"
"ASIC019202";"KI916197";"1520134";"1520878";"-1"
"ASIC019203";"KI916197";"1517341";"1518438";"-1"
"ASIC019204";"KI916197";"1506478";"1507034";"-1"
"ASIC019207";"KI916197";"1444521";"1445135";"-1"
"ASIC019208";"KI916197";"1438869";"1439783";"1"
"ASIC019209";"KI916197";"1436429";"1430642";"-1"
"ASIC019210";"KI916197";"1424427";"1420481";"-1"
"ASIC019211";"KI916197";"1412874";"1413572";"-1"
"ASIC019212";"KI916197";"1410744";"1411298";"-1"
"ASIC019213";"KI916197";"1407543";"1409338";"1"
"ASIC019214";"KI916197";"1390891";"1395121";"-1"
"ASIC019215";"KI916197";"1388519";"1389755";"1"
"ASIC019217";"KI916197";"1383352";"1387865";"1"
"ASIC019218";"KI916197";"1381597";"1382110";"1"
"ASIC019219";"KI916197";"1378062";"1379964";"-1"
"ASIC019220";"KI916197";"1376457";"1377411";"1"
"ASIC019221";"KI916197";"1374824";"1376132";"-1"
"ASIC019222";"KI916197";"1372988";"1374658";"1"
"ASIC019223";"KI916197";"1359032";"1372482";"-1"
"ASIC019224";"KI916197";"1346304";"1354275";"1"
"ASIC019225";"KI916197";"1344309";"1344779";"-1"
"ASIC019226";"KI916197";"1337612";"1340917";"-1"
"ASIC019228";"KI916197";"1329626";"1330653";"-1"
"ASIC019229";"KI916197";"1327306";"1328747";"-1"
"ASIC019230";"KI916197";"1317177";"1319790";"-1"
"ASIC019232";"KI916197";"1277172";"1278515";"-1"
"ASIC019234";"KI916197";"1266741";"1267179";"-1"
"ASIC019235";"KI916197";"1261670";"1265777";"-1"
"ASIC019236";"KI916197";"1257880";"1256693";"-1"
"ASIC019237";"KI916197";"1249699";"1250073";"-1"
"ASIC019239";"KI916197";"1246576";"1247050";"-1"
"ASIC019240";"KI916197";"1244698";"1245264";"1"
"ASIC019241";"KI916197";"1241320";"1241971";"-1"
"ASIC019242";"KI916197";"1239799";"1240241";"-1"
"ASIC019243";"KI916197";"1238632";"1239100";"-1"
"ASIC019244";"KI916197";"1236556";"1237214";"-1"
"ASIC019245";"KI916197";"1234395";"1234889";"1"
"ASIC019246";"KI916197";"1233230";"1233746";"-1"
"ASIC019247";"KI916197";"1227830";"1230628";"1"
"ASIC019248";"KI916197";"1207802";"1208756";"1"
"ASIC019250";"KI916197";"1206588";"1207500";"-1"
"ASIC019251";"KI916197";"1205265";"1205550";"1"
"ASIC019252";"KI916197";"1194917";"1195479";"-1"
"ASIC019253";"KI916197";"1183415";"1186987";"-1"
"ASIC019254";"KI916197";"1177366";"1177762";"1"
"ASIC019255";"KI916197";"1157407";"1157972";"1"
"ASIC019256";"KI916197";"1143475";"1143796";"-1"
"ASIC019257";"KI916197";"1141898";"1142324";"-1"
"ASIC019258";"KI916197";"1137922";"1138376";"1"
"ASIC019259";"KI916197";"1136001";"1137249";"-1"
"ASIC019262";"KI916197";"1078834";"1079407";"-1"
"ASIC019263";"KI916197";"1064171";"1073063";"1"
"ASIC019264";"KI916197";"1036335";"1031654";"-1"
"ASIC019265";"KI916197";"1030045";"1030506";"1"
"ASIC019267";"KI916197";"1020635";"1021280";"-1"
"ASIC019268";"KI916197";"1018907";"1020133";"1"
"ASIC019269";"KI916197";"1017493";"1018390";"-1"
"ASIC018958";"KI916197";"933986";"1007165";"1"
"ASIC018959";"KI916197";"932347";"932822";"-1"
"ASIC018960";"KI916197";"922586";"923015";"1"
"ASIC018961";"KI916197";"919942";"920415";"1"
"ASIC018962";"KI916197";"917461";"918340";"-1"
"ASIC018963";"KI916197";"912419";"913184";"1"
"ASIC018964";"KI916197";"908808";"909165";"-1"
"ASIC018965";"KI916197";"897701";"898384";"-1"
"ASIC018966";"KI916197";"894415";"895510";"1"
"ASIC018968";"KI916197";"880526";"882910";"1"
"ASIC018971";"KI916197";"851124";"850869";"-1"
"ASIC018972";"KI916197";"837146";"843036";"1"
"ASIC018973";"KI916197";"816519";"816926";"-1"
"ASIC018974";"KI916197";"814722";"815093";"1"
"ASIC018975";"KI916197";"814206";"814713";"1"
"ASIC018976";"KI916197";"811734";"813913";"-1"
"ASIC018977";"KI916197";"807922";"810331";"-1"
"ASIC018980";"KI916197";"801802";"806025";"1"
"ASIC018979";"KI916197";"805672";"805995";"-1"
"ASIC018981";"KI916197";"799705";"800402";"1"
"ASIC018982";"KI916197";"798050";"798992";"1"
"ASIC018983";"KI916197";"797564";"797870";"-1"
"ASIC018984";"KI916197";"790762";"792225";"1"
"ASIC018985";"KI916197";"788160";"788687";"1"
"ASIC018986";"KI916197";"776415";"776414";"-1"
"ASIC018987";"KI916197";"719605";"751050";"1"
"ASIC018988";"KI916197";"714906";"715232";"1"
"ASIC018990";"KI916197";"712864";"713142";"1"
"ASIC018991";"KI916197";"707162";"707515";"1"
"ASIC018992";"KI916197";"690944";"691961";"1"
"ASIC018993";"KI916197";"673538";"673870";"-1"
"ASIC018994";"KI916197";"654676";"655022";"1"
"ASIC018995";"KI916197";"652424";"653156";"-1"
"ASIC018996";"KI916197";"642932";"643432";"1"
"ASIC018997";"KI916197";"641538";"642097";"1"
"ASIC018998";"KI916197";"637391";"637927";"-1"
"ASIC018999";"KI916197";"633005";"633737";"-1"
"ASIC019001";"KI916197";"630967";"631559";"1"
"ASIC019002";"KI916197";"584958";"585566";"-1"
"ASIC019003";"KI916197";"571591";"572939";"-1"
"ASIC019004";"KI916197";"568197";"568550";"1"
"ASIC019006";"KI916197";"556996";"557352";"1"
"ASIC019007";"KI916197";"550676";"551327";"1"
"ASIC019008";"KI916197";"538688";"539065";"-1"
"ASIC019009";"KI916197";"532715";"533590";"1"
"ASIC019010";"KI916197";"521174";"523402";"1"
"ASIC019012";"KI916197";"512483";"512868";"1"
"ASIC019013";"KI916197";"498304";"498900";"1"
"ASIC019015";"KI916197";"485713";"486605";"1"
"ASIC019016";"KI916197";"482984";"484235";"1"
"ASIC019017";"KI916197";"480302";"482439";"1"
"ASIC019020";"KI916197";"460583";"462829";"-1"
"ASIC019021";"KI916197";"455983";"460595";"1"
"ASIC019023";"KI916197";"448500";"448841";"1"
"ASIC019024";"KI916197";"448129";"448539";"1"
"ASIC019025";"KI916197";"444955";"445473";"1"
"ASIC019027";"KI916961";"54735";"55029";"1"
"ASIC019029";"KI916197";"417202";"417570";"-1"
"ASIC019030";"KI916197";"414939";"415408";"-1"
"ASIC019031";"KI916197";"413827";"413651";"-1"
"ASIC019032";"KI916197";"408426";"409407";"1"
"ASIC019034";"KI916197";"406995";"407767";"-1"
"ASIC019035";"KI916197";"405771";"406448";"-1"
"ASIC019036";"KI916197";"404351";"405349";"-1"
"ASIC019037";"KI916197";"403140";"404101";"-1"
"ASIC019038";"KI916197";"401953";"402868";"-1"
"ASIC019039";"KI916197";"400983";"401951";"1"
"ASIC019040";"KI916197";"365276";"400994";"1"
"ASIC019041";"KI916197";"359441";"359967";"1"
"ASIC019042";"KI916197";"316752";"317222";"1"
"ASIC019043";"KI916197";"315401";"315889";"-1"
"ASIC019045";"KI916197";"278317";"278934";"1"
"ASIC019046";"KI916197";"266967";"267479";"-1"
"ASIC019047";"KI916197";"265050";"266896";"1"
"ASIC019048";"KI916197";"262265";"264276";"-1"
"ASIC019049";"KI916197";"259234";"261143";"1"
"ASIC019050";"KI916197";"255637";"256461";"1"
"ASIC019051";"KI916197";"242467";"242101";"-1"
"ASIC019052";"KI916197";"238515";"239941";"1"
"ASIC019053";"KI916197";"237499";"238110";"-1"
"ASIC019054";"KI916197";"196082";"232570";"1"
"ASIC019056";"KI916197";"185010";"185625";"-1"
"ASIC019057";"KI916197";"176170";"177552";"1"
"ASIC019058";"KI916197";"169519";"170255";"-1"
"ASIC019059";"KI916197";"148361";"156655";"1"
"ASIC019060";"KI916197";"140096";"144418";"-1"
"ASIC019061";"KI916197";"134045";"138308";"1"
"ASIC019062";"KI916197";"129954";"132293";"1"
"ASIC019063";"KI916197";"124366";"128857";"1"
"ASIC019064";"KI916197";"114867";"117040";"1"
"ASIC019065";"KI916197";"97187";"100640";"-1"
"ASIC019068";"KI916197";"91458";"96174";"1"
"ASIC019069";"KI916197";"70448";"70780";"1"
"ASIC019071";"KI916197";"53408";"53938";"1"
"ASIC019072";"KI916197";"45194";"45535";"1"
"ASIC019073";"KI916197";"43541";"43957";"1"
"ASIC019074";"KI916197";"41574";"42584";"1"
"ASIC019075";"KI916197";"24043";"24403";"-1"
"ASIC019076";"KI916197";"20119";"21276";"-1"
"ASIC019077";"KI916197";"5581";"5987";"1"
"ASIC019079";"AXCK02027301";"1095";"1433";"1"
"ASIC019080";"AXCK02023925";"3";"1715";"1"
"ASIC025281";"AXCK02023925";"3465";"3672";"1"
"ASIC025166";"AXCK02023925";"3466";"3673";"-1"
"ASIC025060";"AXCK02022471";"5200";"5389";"-1"
"ASIC019081";"AXCK02022471";"102";"5188";"-1"
"ASIC019082";"AXCK02022912";"4070";"5588";"1"
"ASIC019083";"AXCK02022912";"2079";"3296";"-1"
"ASIC019084";"KI916346";"588376";"587934";"-1"
"ASIC019085";"KI916346";"579082";"583991";"1"
"ASIC019091";"KI916346";"557628";"558242";"1"
"ASIC019092";"KI916346";"556059";"556779";"-1"
"ASIC019093";"KI916346";"554834";"555757";"-1"
"ASIC019094";"KI916346";"551625";"552038";"-1"
"ASIC019095";"KI916346";"546856";"549048";"1"
"ASIC019096";"KI916346";"536692";"537022";"1"
"ASIC019097";"KI916346";"514630";"530914";"1"
"ASIC019098";"KI916346";"502805";"506522";"1"
"ASIC019099";"KI916346";"498042";"498502";"1"
"ASIC019101";"KI916346";"496063";"497804";"1"
"ASIC019103";"KI916346";"489024";"490403";"-1"
"ASIC019105";"KI916346";"466304";"467494";"-1"
"ASIC019106";"KI916346";"463713";"463268";"-1"
"ASIC019107";"KI916346";"459107";"450472";"-1"
"ASIC019108";"KI916346";"447897";"448209";"1"
"ASIC019109";"KI916346";"447313";"447937";"-1"
"ASIC019110";"KI916346";"443465";"444103";"-1"
"ASIC019112";"KI916346";"442845";"443301";"1"
"ASIC019113";"KI916346";"435087";"436306";"-1"
"ASIC019114";"KI916346";"418222";"418529";"-1"
"ASIC019115";"KI916346";"415993";"416529";"1"
"ASIC019116";"KI916346";"410294";"410919";"-1"
"ASIC019117";"KI916346";"394392";"395126";"1"
"ASIC019118";"KI916346";"373207";"373851";"1"
"ASIC019119";"KI916346";"372855";"373189";"1"
"ASIC019120";"KI916346";"367261";"367615";"-1"
"ASIC019123";"KI916346";"342990";"343808";"-1"
"ASIC019124";"KI917096";"2912";"3217";"1"
"ASIC019126";"KI916346";"321483";"321942";"1"
"ASIC019127";"KI916346";"311728";"313023";"1"
"ASIC019128";"KI917096";"42473";"44813";"1"
"ASIC019129";"KI916346";"280793";"281160";"1"
"ASIC019130";"KI916346";"280522";"280864";"-1"
"ASIC019131";"KI916346";"279424";"279732";"1"
"ASIC019132";"KI916346";"271966";"272329";"-1"
"ASIC019134";"KI916346";"271544";"271995";"1"
"ASIC019135";"KI916346";"259706";"260275";"-1"
"ASIC019136";"KI916346";"254620";"258923";"1"
"ASIC019137";"KI916346";"251379";"252139";"-1"
"ASIC019138";"KI916346";"241834";"248626";"-1"
"ASIC019139";"KI916346";"235649";"236694";"-1"
"ASIC019140";"KI916346";"233579";"234467";"1"
"ASIC019141";"KI916346";"231126";"231675";"1"
"ASIC019142";"KI916346";"227112";"230119";"-1"
"ASIC019143";"KI916346";"223236";"224462";"-1"
"ASIC019145";"KI916346";"220140";"221696";"1"
"ASIC019146";"KI916346";"219799";"220139";"1"
"ASIC019147";"KI916346";"217264";"218792";"-1"
"ASIC019148";"KI916346";"216878";"217294";"-1"
"ASIC019149";"KI916346";"214825";"216812";"1"
"ASIC019150";"KI916346";"212561";"214437";"-1"
"ASIC019151";"KI916346";"210475";"210274";"-1"
"ASIC019152";"KI916346";"205603";"207597";"-1"
"ASIC019153";"KI916346";"201422";"201948";"1"
"ASIC019154";"KI916346";"192764";"193373";"1"
"ASIC019156";"KI916346";"172936";"173276";"-1"
"ASIC019158";"KI916346";"87825";"92743";"-1"
"ASIC019159";"KI916346";"86413";"87541";"-1"
"ASIC019160";"KI916346";"79917";"82206";"-1"
"ASIC019162";"KI916379";"460683";"466845";"1"
"ASIC019164";"KI916379";"457954";"459478";"1"
"ASIC019167";"AXCK02025817";"1417";"2186";"1"
"ASIC019168";"KI916346";"56043";"56464";"-1"
"ASIC019169";"KI916346";"54598";"56137";"1"
"ASIC019170";"KI916346";"50685";"53902";"-1"
"ASIC019171";"KI916346";"49185";"50299";"-1"
"ASIC019172";"KI916346";"48274";"48935";"-1"
"ASIC019173";"KI916346";"40934";"41724";"1"
"ASIC019175";"KI916379";"414476";"416860";"1"
"ASIC019176";"KI916379";"412016";"414112";"-1"
"ASIC019179";"KI916379";"403148";"408064";"-1"
"ASIC019180";"KI916379";"376203";"377708";"-1"
"ASIC019181";"KI916379";"371526";"373147";"-1"
"ASIC019182";"KI916379";"365824";"366329";"1"
"ASIC019183";"KI916379";"366265";"366334";"1"
"ASIC019184";"KI916379";"353341";"354151";"1"
"ASIC019187";"KI916379";"331859";"332018";"-1"
"ASIC019188";"KI916379";"320626";"321268";"1"
"ASIC019190";"KI916379";"297898";"299939";"-1"
"ASIC019191";"KI916379";"293902";"294231";"1"
"ASIC019192";"KI916379";"288465";"288739";"1"
"ASIC019194";"KI916379";"278964";"279049";"-1"
"ASIC019195";"KI916379";"278697";"279022";"1"
"ASIC018770";"KI916235";"510913";"511579";"1"
"ASIC018878";"KI916235";"501699";"502050";"-1"
"ASIC018900";"KI916235";"455706";"455748";"1"
"ASIC018911";"KI916235";"444269";"444460";"-1"
"ASIC018922";"KI918205";"4093";"4598";"-1"
"ASIC018933";"KI916235";"431287";"436916";"-1"
"ASIC018944";"KI916235";"429275";"430255";"-1"
"ASIC018660";"KI916235";"424212";"426556";"1"
"ASIC018671";"KI916235";"420961";"423033";"-1"
"ASIC018682";"KI916235";"419331";"420502";"-1"
"ASIC018693";"KI916235";"416984";"419112";"1"
"ASIC018704";"KI916235";"413743";"413635";"-1"
"ASIC018726";"KI916235";"404283";"405961";"1"
"ASIC018737";"KI916235";"397683";"401547";"-1"
"ASIC018759";"KI916235";"394132";"394667";"1"
"ASIC018771";"KI916235";"389258";"390502";"1"
"ASIC018804";"KI916235";"356742";"357673";"-1"
"ASIC018815";"KI916235";"354407";"355412";"-1"
"ASIC018826";"KI916235";"342693";"344352";"1"
"ASIC018837";"AXCK02026940";"1093";"1754";"-1"
"ASIC018870";"KI916363";"551427";"551702";"1"
"ASIC018879";"KI916363";"550709";"551193";"-1"
"ASIC018880";"KI916363";"549172";"549482";"1"
"ASIC018881";"KI916235";"308251";"309076";"1"
"ASIC018882";"KI916235";"296235";"297276";"-1"
"ASIC018884";"KI916235";"237151";"237497";"1"
"ASIC018885";"KI916235";"234038";"234070";"-1"
"ASIC018886";"KI916363";"470209";"471527";"1"
"ASIC018887";"KI916363";"468363";"469628";"1"
"ASIC018888";"KI916363";"454676";"455998";"1"
"ASIC018890";"KI916363";"455681";"455799";"1"
"ASIC018891";"KI916363";"444261";"445050";"1"
"ASIC018892";"KI916363";"439415";"439916";"-1"
"ASIC018895";"KI916235";"189556";"190638";"1"
"ASIC018896";"KI916235";"185639";"186832";"1"
"ASIC018897";"KI916235";"180074";"184747";"1"
"ASIC018898";"KI916235";"175754";"176290";"1"
"ASIC018899";"KI916235";"171385";"175702";"1"
"ASIC018902";"KI916235";"136175";"136447";"-1"
"ASIC018903";"KI916235";"134535";"134340";"-1"
"ASIC018904";"KI916235";"129495";"130766";"-1"
"ASIC018906";"KI916363";"307663";"309935";"1"
"ASIC018907";"KI916363";"306827";"297431";"-1"
"ASIC018908";"KI916363";"294092";"295066";"-1"
"ASIC018910";"KI916462";"322314";"323086";"1"
"ASIC018912";"KI916462";"319062";"319877";"-1"
"ASIC018914";"KI916235";"59746";"60799";"-1"
"ASIC018915";"KI916235";"57907";"59508";"-1"
"ASIC018916";"KI916235";"55209";"57122";"1"
"ASIC018917";"KI916235";"52147";"53868";"-1"
"ASIC018919";"KI916363";"242409";"242972";"-1"
"ASIC018921";"KI916462";"275198";"268444";"-1"
"ASIC018923";"KI916235";"9899";"15976";"1"
"ASIC018924";"KI916363";"200469";"203693";"-1"
"ASIC018925";"KI916462";"229007";"229521";"1"
"ASIC018926";"KI916363";"164511";"165010";"1"
"ASIC018927";"KI916363";"162493";"162187";"-1"
"ASIC018929";"KI916363";"150834";"151287";"-1"
"ASIC018930";"KI916984";"60483";"61407";"1"
"ASIC018931";"KI916984";"57675";"58609";"1"
"ASIC018935";"KI916462";"127643";"130041";"-1"
"ASIC018938";"KI916363";"68808";"66445";"-1"
"ASIC018939";"KI916363";"61377";"62534";"-1"
"ASIC018943";"KI916462";"84541";"84560";"-1"
"ASIC018945";"KI916363";"1962";"2316";"-1"
"ASIC018947";"KI916462";"54461";"57508";"-1"
"ASIC018948";"KI916462";"49185";"53808";"1"
"ASIC018949";"KI916462";"42430";"47052";"1"
"ASIC018950";"KI917643";"11300";"12777";"1"
"ASIC018664";"KI916774";"54274";"58386";"-1"
"ASIC018666";"KI916224";"8693";"9233";"1"
"ASIC018667";"KI916228";"275402";"275902";"-1"
"ASIC018668";"KI916228";"296124";"296411";"1"
"ASIC018669";"KI916224";"59491";"59811";"-1"
"ASIC018670";"KI916224";"48459";"48848";"-1"
"ASIC018672";"KI916224";"51584";"52078";"-1"
"ASIC018674";"AXCK02027810";"1";"352";"1"
"ASIC018675";"KI919254";"1568";"1933";"-1"
"ASIC018676";"KI916228";"374558";"374959";"-1"
"ASIC018677";"KI916228";"380701";"380979";"-1"
"ASIC018678";"KI916228";"382089";"382505";"1"
"ASIC018681";"KI916224";"202623";"203585";"1"
"ASIC018683";"KI916224";"206432";"205861";"-1"
"ASIC018684";"KI916224";"209069";"209758";"1"
"ASIC018687";"KI916224";"309622";"310083";"1"
"ASIC018689";"KI916671";"86376";"93385";"1"
"ASIC025398";"AXCK02027626";"459";"650";"1"
"ASIC025421";"KI917959";"8558";"8483";"-1"
"ASIC025225";"KI916228";"607385";"607400";"-1"
"ASIC025182";"KI916228";"607668";"607861";"-1"
"ASIC025351";"KI916228";"610423";"610614";"1"
"ASIC018691";"KI916224";"445931";"447067";"-1"
"ASIC018692";"KI916671";"164089";"164768";"-1"
"ASIC018694";"KI916671";"166015";"166575";"-1"
"ASIC018695";"KI916671";"174586";"174873";"1"
"ASIC018696";"KI916224";"482379";"482746";"1"
"ASIC018697";"KI916224";"489973";"490438";"1"
"ASIC018698";"KI916224";"491525";"492144";"1"
"ASIC025269";"KI916228";"744440";"744631";"-1"
"ASIC025129";"KI916228";"744987";"745177";"-1"
"ASIC018699";"KI916224";"535012";"536183";"1"
"ASIC018700";"KI916228";"778996";"779793";"1"
"ASIC018701";"KI916228";"787023";"787547";"1"
"ASIC018703";"KI917424";"4204";"6488";"-1"
"ASIC018705";"KI917424";"14321";"15016";"1"
"ASIC025056";"KI917424";"15535";"15667";"1"
"ASIC018711";"KI916228";"924273";"924977";"1"
"ASIC018712";"KI916228";"934095";"934460";"-1"
"ASIC018716";"KI916228";"969767";"965087";"-1"
"ASIC018717";"KI916228";"968680";"969045";"1"
"ASIC018718";"KI916814";"47408";"47836";"-1"
"ASIC018719";"KI916224";"762171";"762466";"-1"
"ASIC018720";"KI916814";"97439";"97859";"1"
"ASIC018721";"KI916224";"868842";"869183";"1"
"ASIC018722";"KI916228";"1096534";"1097697";"-1"
"ASIC018723";"KI916224";"909053";"909819";"-1"
"ASIC018724";"KI916224";"915645";"916018";"1"
"ASIC018725";"KI916224";"917516";"918013";"-1"
"ASIC018727";"KI916228";"1142320";"1143289";"1"
"ASIC018728";"KI916228";"1146017";"1146580";"1"
"ASIC018729";"KI916247";"966507";"967588";"-1"
"ASIC018730";"KI916228";"1202953";"1203681";"1"
"ASIC018731";"KI916247";"927736";"928623";"-1"
"ASIC018732";"KI916224";"1004377";"1006002";"1"
"ASIC018733";"KI916224";"1025027";"1025812";"-1"
"ASIC018735";"KI916247";"890586";"891948";"1"
"ASIC018736";"KI916247";"886841";"888291";"1"
"ASIC018738";"KI916247";"883800";"885149";"1"
"ASIC018739";"KI916247";"846657";"849166";"-1"
"ASIC018740";"KI916247";"842244";"842655";"-1"
"ASIC018741";"KI916247";"840227";"840798";"1"
"ASIC018742";"KI916224";"1111132";"1111629";"-1"
"ASIC018744";"KI916247";"779983";"780255";"-1"
"ASIC018746";"KI916224";"1158543";"1160666";"1"
"ASIC018747";"KI916224";"1163973";"1167670";"1"
"ASIC018749";"KI916247";"724098";"725292";"-1"
"ASIC018750";"KI916224";"1230198";"1231065";"1"
"ASIC018751";"KI916247";"683625";"684114";"1"
"ASIC018753";"KI916702";"96765";"100527";"-1"
"ASIC018754";"KI916702";"93757";"95438";"1"
"ASIC018755";"KI916247";"599982";"601845";"-1"
"ASIC018756";"KI916247";"597120";"597724";"-1"
"ASIC018757";"KI916247";"594143";"594618";"-1"
"ASIC018758";"KI916247";"589440";"590088";"1"
"ASIC018762";"KI916702";"54705";"55094";"-1"
"ASIC018767";"KI916247";"503916";"505044";"-1"
"ASIC018769";"KI916247";"496148";"496606";"-1"
"ASIC018772";"KI916247";"492928";"493893";"-1"
"ASIC018773";"KI916247";"491146";"492742";"1"
"ASIC018775";"KI917218";"36738";"36864";"-1"
"ASIC018776";"KI917218";"29522";"29878";"1"
"ASIC018777";"KI917218";"29250";"29616";"-1"
"ASIC018779";"KI916247";"439760";"440060";"-1"
"ASIC018781";"KI916247";"353440";"353724";"-1"
"ASIC018783";"KI916247";"339804";"339719";"-1"
"ASIC018784";"KI916247";"319665";"322895";"1"
"ASIC018785";"KI916247";"317891";"318616";"1"
"ASIC018786";"KI916247";"316557";"317797";"1"
"ASIC018787";"KI916247";"307519";"315607";"-1"
"ASIC018788";"KI916247";"303848";"305320";"1"
"ASIC018789";"KI916247";"301420";"302917";"1"
"ASIC018790";"KI916247";"298758";"300587";"1"
"ASIC018791";"KI916247";"294964";"297812";"-1"
"ASIC018795";"KI916576";"196363";"197490";"1"
"ASIC018796";"KI916576";"190621";"195870";"-1"
"ASIC018798";"KI916247";"209231";"210335";"1"
"ASIC018799";"KI916247";"204596";"207571";"-1"
"ASIC018800";"KI916247";"201911";"202379";"-1"
"ASIC018801";"KI916247";"199314";"200619";"-1"
"ASIC018802";"KI916247";"197503";"198786";"1"
"ASIC018803";"KI916576";"154341";"156797";"1"
"ASIC018806";"KI916247";"160182";"163335";"-1"
"ASIC018807";"KI916247";"157027";"158565";"-1"
"ASIC018808";"KI916247";"155271";"156649";"-1"
"ASIC018809";"KI916247";"154307";"155059";"1"
"ASIC018810";"KI916247";"153257";"154367";"1"
"ASIC018811";"KI916247";"151537";"153148";"-1"
"ASIC018812";"KI916247";"150796";"151404";"1"
"ASIC018813";"KI916576";"103001";"103413";"-1"
"ASIC018816";"KI916247";"115963";"116384";"1"
"ASIC018818";"KI916421";"54283";"55093";"1"
"ASIC018819";"KI916421";"65186";"66168";"1"
