"";"AsinS2_geneID";"AsinC2_geneID"
"ASIC0115272";"ASIS015668";"ASIC011527"
"ASIC0115273";"ASIS021905";"ASIC011527"
"ASIC011532";"ASIS020666";"ASIC011532"
"ASIC011533";"ASIS001113";"ASIC011533"
"ASIC0115341";"ASIS005675";"ASIC011534"
"ASIC0115342";"ASIS013367";"ASIC011534"
"ASIC011537";"ASIS021320";"ASIC011537"
"ASIC011539";"ASIS018640";"ASIC011539"
"ASIC011540";"ASIS018640";"ASIC011540"
"ASIC011541";"ASIS006025";"ASIC011541"
"ASIC011542";"ASIS014453";"ASIC011542"
"ASIC011543";"ASIS014453";"ASIC011543"
"ASIC011544";"ASIS009279";"ASIC011544"
"ASIC011545";"ASIS009279";"ASIC011545"
"ASIC011547";"ASIS008932";"ASIC011547"
"ASIC011548";"ASIS007939";"ASIC011548"
"ASIC0115491";"ASIS012261";"ASIC011549"
"ASIC0115492";"ASIS014400";"ASIC011549"
"ASIC011550";"ASIS014400";"ASIC011550"
"ASIC011553";"ASIS010950";"ASIC011553"
"ASIC011555";"ASIS015682";"ASIC011555"
"ASIC011556";"ASIS008595";"ASIC011556"
"ASIC011558";"ASIS021337";"ASIC011558"
"ASIC011559";"ASIS010901";"ASIC011559"
"ASIC0115601";"ASIS005527";"ASIC011560"
"ASIC0115602";"ASIS010901";"ASIC011560"
"ASIC011561";"ASIS018863";"ASIC011561"
"ASIC025389";"ASIS024016";"ASIC025389"
"ASIC011563";"ASIS003898";"ASIC011563"
"ASIC011565";"ASIS011137";"ASIC011565"
"ASIC011569";"ASIS009557";"ASIC011569"
"ASIC011571";"ASIS022261";"ASIC011571"
"ASIC011572";"ASIS022261";"ASIC011572"
"ASIC011574";"ASIS007388";"ASIC011574"
"ASIC011575";"ASIS006149";"ASIC011575"
"ASIC011576";"ASIS006149";"ASIC011576"
"ASIC011578";"ASIS019371";"ASIC011578"
"ASIC011580";"ASIS019371";"ASIC011580"
"ASIC011581";"ASIS003370";"ASIC011581"
"ASIC011582";"ASIS003370";"ASIC011582"
"ASIC011584";"ASIS001899";"ASIC011584"
"ASIC011585";"ASIS021994";"ASIC011585"
"ASIC011586";"ASIS008972";"ASIC011586"
"ASIC011587";"ASIS019663";"ASIC011587"
"ASIC011588";"ASIS012379";"ASIC011588"
"ASIC011589";"ASIS012379";"ASIC011589"
"ASIC011592";"ASIS013701";"ASIC011592"
"ASIC011594";"ASIS011283";"ASIC011594"
"ASIC011595";"ASIS004156";"ASIC011595"
"ASIC011596";"ASIS020785";"ASIC011596"
"ASIC011597";"ASIS001820";"ASIC011597"
"ASIC011385";"ASIS005855";"ASIC011385"
"ASIC011387";"ASIS017872";"ASIC011387"
"ASIC011388";"ASIS017872";"ASIC011388"
"ASIC011389";"ASIS017872";"ASIC011389"
"ASIC011390";"ASIS004497";"ASIC011390"
"ASIC011394";"ASIS005073";"ASIC011394"
"ASIC0113951";"ASIS008504";"ASIC011395"
"ASIC0113952";"ASIS020556";"ASIC011395"
"ASIC0113953";"ASIS022990";"ASIC011395"
"ASIC011396";"ASIS016173";"ASIC011396"
"ASIC011397";"ASIS015679";"ASIC011397"
"ASIC011398";"ASIS023092";"ASIC011398"
"ASIC011399";"ASIS023092";"ASIC011399"
"ASIC0114001";"ASIS005606";"ASIC011400"
"ASIC0114002";"ASIS008082";"ASIC011400"
"ASIC0114003";"ASIS023003";"ASIC011400"
"ASIC011402";"ASIS004455";"ASIC011402"
"ASIC011404";"ASIS004455";"ASIC011404"
"ASIC025077";"ASIS024166";"ASIC025077"
"ASIC011408";"ASIS021898";"ASIC011408"
"ASIC011410";"ASIS010010";"ASIC011410"
"ASIC011420";"ASIS022506";"ASIC011420"
"ASIC011427";"ASIS003621";"ASIC011427"
"ASIC011432";"ASIS019429";"ASIC011432"
"ASIC011435";"ASIS011029";"ASIC011435"
"ASIC011437";"ASIS002363";"ASIC011437"
"ASIC011438";"ASIS014379";"ASIC011438"
"ASIC011441";"ASIS006319";"ASIC011441"
"ASIC011444";"ASIS003813";"ASIC011444"
"ASIC011446";"ASIS011331";"ASIC011446"
"ASIC011452";"ASIS021250";"ASIC011452"
"ASIC011453";"ASIS016531";"ASIC011453"
"ASIC011456";"ASIS023556";"ASIC011456"
"ASIC011457";"ASIS002115";"ASIC011457"
"ASIC011460";"ASIS006065";"ASIC011460"
"ASIC011461";"ASIS017664";"ASIC011461"
"ASIC011464";"ASIS019384";"ASIC011464"
"ASIC011467";"ASIS003365";"ASIC011467"
"ASIC011468";"ASIS010374";"ASIC011468"
"ASIC011470";"ASIS015577";"ASIC011470"
"ASIC011471";"ASIS019372";"ASIC011471"
"ASIC0114721";"ASIS004344";"ASIC011472"
"ASIC0114722";"ASIS009335";"ASIC011472"
"ASIC011473";"ASIS009335";"ASIC011473"
"ASIC011474";"ASIS005137";"ASIC011474"
"ASIC011475";"ASIS015346";"ASIC011475"
"ASIC0114761";"ASIS002555";"ASIC011476"
"ASIC0114762";"ASIS003542";"ASIC011476"
"ASIC011477";"ASIS002555";"ASIC011477"
"ASIC011478";"ASIS008706";"ASIC011478"
"ASIC011479";"ASIS014532";"ASIC011479"
"ASIC0114811";"ASIS003011";"ASIC011481"
"ASIC0114812";"ASIS003562";"ASIC011481"
"ASIC011484";"ASIS001904";"ASIC011484"
"ASIC011485";"ASIS001745";"ASIC011485"
"ASIC011486";"ASIS008434";"ASIC011486"
"ASIC011487";"ASIS008434";"ASIC011487"
"ASIC011488";"ASIS002577";"ASIC011488"
"ASIC011490";"ASIS003069";"ASIC011490"
"ASIC011493";"ASIS002340";"ASIC011493"
"ASIC011494";"ASIS004273";"ASIC011494"
"ASIC011495";"ASIS009152";"ASIC011495"
"ASIC011496";"ASIS015971";"ASIC011496"
"ASIC011497";"ASIS023795";"ASIC011497"
"ASIC011498";"ASIS017541";"ASIC011498"
"ASIC011501";"ASIS007051";"ASIC011501"
"ASIC011502";"ASIS020965";"ASIC011502"
"ASIC011504";"ASIS023494";"ASIC011504"
"ASIC0115061";"ASIS013400";"ASIC011506"
"ASIC0115062";"ASIS016921";"ASIC011506"
"ASIC011507";"ASIS016921";"ASIC011507"
"ASIC011508";"ASIS022422";"ASIC011508"
"ASIC011509";"ASIS019131";"ASIC011509"
"ASIC0115101";"ASIS011034";"ASIC011510"
"ASIC0115102";"ASIS019131";"ASIC011510"
"ASIC011511";"ASIS019521";"ASIC011511"
"ASIC011512";"ASIS019521";"ASIC011512"
"ASIC011513";"ASIS019521";"ASIC011513"
"ASIC008144";"ASIS018862";"ASIC008144"
"ASIC008255";"ASIS017962";"ASIC008255"
"ASIC008268";"ASIS016360";"ASIC008268"
"ASIC008279";"ASIS016360";"ASIC008279"
"ASIC0083121";"ASIS002627";"ASIC008312"
"ASIC0083122";"ASIS016370";"ASIC008312"
"ASIC008145";"ASIS018391";"ASIC008145"
"ASIC008156";"ASIS009581";"ASIC008156"
"ASIC008167";"ASIS009581";"ASIC008167"
"ASIC008178";"ASIS009581";"ASIC008178"
"ASIC008189";"ASIS007519";"ASIC008189"
"ASIC008200";"ASIS015347";"ASIC008200"
"ASIC008211";"ASIS007876";"ASIC008211"
"ASIC008222";"ASIS010263";"ASIC008222"
"ASIC008261";"ASIS011533";"ASIC008261"
"ASIC008269";"ASIS014439";"ASIC008269"
"ASIC025045";"ASIS024197";"ASIC025045"
"ASIC025079";"ASIS023851";"ASIC025079"
"ASIC025453";"ASIS024200";"ASIC025453"
"ASIC025375";"ASIS024173";"ASIC025375"
"ASIC008272";"ASIS010704";"ASIC008272"
"ASIC025320";"ASIS024098";"ASIC025320"
"ASIC025054";"ASIS023977";"ASIC025054"
"ASIC025067";"ASIS024119";"ASIC025067"
"ASIC025356";"ASIS024243";"ASIC025356"
"ASIC025301";"ASIS023833";"ASIC025301"
"ASIC025243";"ASIS024229";"ASIC025243"
"ASIC025393";"ASIS023962";"ASIC025393"
"ASIC025278";"ASIS024259";"ASIC025278"
"ASIC025275";"ASIS024126";"ASIC025275"
"ASIC025350";"ASIS023967";"ASIC025350"
"ASIC025247";"ASIS023998";"ASIC025247"
"ASIC025279";"ASIS024115";"ASIC025279"
"ASIC025130";"ASIS023993";"ASIC025130"
"ASIC025460";"ASIS024230";"ASIC025460"
"ASIC025044";"ASIS023958";"ASIC025044"
"ASIC0253731";"ASIS008465";"ASIC025373"
"ASIC0253732";"ASIS024234";"ASIC025373"
"ASIC0250091";"ASIS008465";"ASIC025009"
"ASIC0250092";"ASIS024001";"ASIC025009"
"ASIC0250821";"ASIS008465";"ASIC025082"
"ASIC0250822";"ASIS023873";"ASIC025082"
"ASIC0253341";"ASIS008465";"ASIC025334"
"ASIC0253342";"ASIS023919";"ASIC025334"
"ASIC0082761";"ASIS008465";"ASIC008276"
"ASIC0082762";"ASIS023379";"ASIC008276"
"ASIC0082771";"ASIS018775";"ASIC008277"
"ASIC0082772";"ASIS020425";"ASIC008277"
"ASIC0082773";"ASIS023379";"ASIC008277"
"ASIC008278";"ASIS016865";"ASIC008278"
"ASIC008280";"ASIS016865";"ASIC008280"
"ASIC008281";"ASIS016865";"ASIC008281"
"ASIC008282";"ASIS021276";"ASIC008282"
"ASIC008283";"ASIS008050";"ASIC008283"
"ASIC008284";"ASIS019515";"ASIC008284"
"ASIC008287";"ASIS019315";"ASIC008287"
"ASIC008288";"ASIS019315";"ASIC008288"
"ASIC008295";"ASIS017258";"ASIC008295"
"ASIC008296";"ASIS019712";"ASIC008296"
"ASIC008299";"ASIS003606";"ASIC008299"
"ASIC008302";"ASIS003129";"ASIC008302"
"ASIC0083031";"ASIS012090";"ASIC008303"
"ASIC0083032";"ASIS012938";"ASIC008303"
"ASIC008306";"ASIS014572";"ASIC008306"
"ASIC0083071";"ASIS019100";"ASIC008307"
"ASIC0083072";"ASIS019213";"ASIC008307"
"ASIC008308";"ASIS017227";"ASIC008308"
"ASIC0083101";"ASIS008624";"ASIC008310"
"ASIC0083102";"ASIS023047";"ASIC008310"
"ASIC008311";"ASIS008624";"ASIC008311"
"ASIC008313";"ASIS010212";"ASIC008313"
"ASIC008314";"ASIS001393";"ASIC008314"
"ASIC008315";"ASIS004958";"ASIC008315"
"ASIC008316";"ASIS015794";"ASIC008316"
"ASIC0083171";"ASIS015505";"ASIC008317"
"ASIC0083172";"ASIS021573";"ASIC008317"
"ASIC008318";"ASIS009096";"ASIC008318"
"ASIC008319";"ASIS009096";"ASIC008319"
"ASIC008320";"ASIS010424";"ASIC008320"
"ASIC008324";"ASIS021424";"ASIC008324"
"ASIC008325";"ASIS021424";"ASIC008325"
"ASIC0083261";"ASIS009752";"ASIC008326"
"ASIC0083262";"ASIS021519";"ASIC008326"
"ASIC008327";"ASIS021519";"ASIC008327"
"ASIC008328";"ASIS021519";"ASIC008328"
"ASIC008329";"ASIS021519";"ASIC008329"
"ASIC008330";"ASIS021519";"ASIC008330"
"ASIC008331";"ASIS013483";"ASIC008331"
"ASIC008332";"ASIS000493";"ASIC008332"
"ASIC0083331";"ASIS013955";"ASIC008333"
"ASIC0083332";"ASIS022485";"ASIC008333"
"ASIC0083351";"ASIS013955";"ASIC008335"
"ASIC0083352";"ASIS022485";"ASIC008335"
"ASIC008336";"ASIS022485";"ASIC008336"
"ASIC008337";"ASIS023421";"ASIC008337"
"ASIC008338";"ASIS003415";"ASIC008338"
"ASIC008339";"ASIS001407";"ASIC008339"
"ASIC008340";"ASIS014731";"ASIC008340"
"ASIC0083411";"ASIS005878";"ASIC008341"
"ASIC0083412";"ASIS023781";"ASIC008341"
"ASIC008343";"ASIS022388";"ASIC008343"
"ASIC008146";"ASIS014403";"ASIC008146"
"ASIC008147";"ASIS015392";"ASIC008147"
"ASIC008149";"ASIS007491";"ASIC008149"
"ASIC008150";"ASIS020850";"ASIC008150"
"ASIC008151";"ASIS009040";"ASIC008151"
"ASIC008152";"ASIS019854";"ASIC008152"
"ASIC008153";"ASIS013567";"ASIC008153"
"ASIC008154";"ASIS013745";"ASIC008154"
"ASIC008155";"ASIS005146";"ASIC008155"
"ASIC008157";"ASIS013803";"ASIC008157"
"ASIC008158";"ASIS021930";"ASIC008158"
"ASIC008160";"ASIS014756";"ASIC008160"
"ASIC008161";"ASIS010012";"ASIC008161"
"ASIC008162";"ASIS009465";"ASIC008162"
"ASIC008168";"ASIS010649";"ASIC008168"
"ASIC008169";"ASIS010649";"ASIC008169"
"ASIC008170";"ASIS011426";"ASIC008170"
"ASIC0081711";"ASIS009222";"ASIC008171"
"ASIC0081712";"ASIS017196";"ASIC008171"
"ASIC0081721";"ASIS012949";"ASIC008172"
"ASIC0081722";"ASIS017196";"ASIC008172"
"ASIC0081731";"ASIS012949";"ASIC008173"
"ASIC0081732";"ASIS017196";"ASIC008173"
"ASIC008174";"ASIS017196";"ASIC008174"
"ASIC0251641";"ASIS017196";"ASIC025164"
"ASIC0251642";"ASIS023933";"ASIC025164"
"ASIC0081761";"ASIS002125";"ASIC008176"
"ASIC0081762";"ASIS011782";"ASIC008176"
"ASIC0081861";"ASIS008572";"ASIC008186"
"ASIC0081862";"ASIS023266";"ASIC008186"
"ASIC025230";"ASIS024272";"ASIC025230"
"ASIC025133";"ASIS023883";"ASIC025133"
"ASIC008190";"ASIS020133";"ASIC008190"
"ASIC008191";"ASIS010809";"ASIC008191"
"ASIC008192";"ASIS013913";"ASIC008192"
"ASIC008193";"ASIS020340";"ASIC008193"
"ASIC008194";"ASIS020340";"ASIC008194"
"ASIC008195";"ASIS007846";"ASIC008195"
"ASIC008198";"ASIS021530";"ASIC008198"
"ASIC008203";"ASIS020884";"ASIC008203"
"ASIC008204";"ASIS017985";"ASIC008204"
"ASIC008206";"ASIS001413";"ASIC008206"
"ASIC008207";"ASIS013536";"ASIC008207"
"ASIC0082081";"ASIS008537";"ASIC008208"
"ASIC0082082";"ASIS013536";"ASIC008208"
"ASIC008209";"ASIS003019";"ASIC008209"
"ASIC0082101";"ASIS004285";"ASIC008210"
"ASIC0082102";"ASIS023016";"ASIC008210"
"ASIC0082121";"ASIS004285";"ASIC008212"
"ASIC0082122";"ASIS023016";"ASIC008212"
"ASIC008213";"ASIS020037";"ASIC008213"
"ASIC008214";"ASIS014419";"ASIC008214"
"ASIC0082151";"ASIS001335";"ASIC008215"
"ASIC0082152";"ASIS014419";"ASIC008215"
"ASIC008217";"ASIS010203";"ASIC008217"
"ASIC008219";"ASIS001803";"ASIC008219"
"ASIC008220";"ASIS003190";"ASIC008220"
"ASIC008221";"ASIS018710";"ASIC008221"
"ASIC008223";"ASIS019576";"ASIC008223"
"ASIC008224";"ASIS004863";"ASIC008224"
"ASIC008225";"ASIS004863";"ASIC008225"
"ASIC008226";"ASIS014242";"ASIC008226"
"ASIC008227";"ASIS006198";"ASIC008227"
"ASIC008228";"ASIS008125";"ASIC008228"
"ASIC0082291";"ASIS001699";"ASIC008229"
"ASIC0082292";"ASIS008125";"ASIC008229"
"ASIC0082293";"ASIS017421";"ASIC008229"
"ASIC008230";"ASIS008125";"ASIC008230"
"ASIC008232";"ASIS014241";"ASIC008232"
"ASIC0082341";"ASIS016701";"ASIC008234"
"ASIC0082342";"ASIS017957";"ASIC008234"
"ASIC008235";"ASIS017957";"ASIC008235"
"ASIC008236";"ASIS017489";"ASIC008236"
"ASIC008238";"ASIS010894";"ASIC008238"
"ASIC008239";"ASIS010894";"ASIC008239"
"ASIC008241";"ASIS021417";"ASIC008241"
"ASIC008243";"ASIS019172";"ASIC008243"
"ASIC008246";"ASIS021064";"ASIC008246"
"ASIC008247";"ASIS005464";"ASIC008247"
"ASIC008248";"ASIS005464";"ASIC008248"
"ASIC0082491";"ASIS005464";"ASIC008249"
"ASIC0082492";"ASIS022331";"ASIC008249"
"ASIC008251";"ASIS018405";"ASIC008251"
"ASIC008252";"ASIS018405";"ASIC008252"
"ASIC0082541";"ASIS003646";"ASIC008254"
"ASIC0082542";"ASIS014069";"ASIC008254"
"ASIC008257";"ASIS003646";"ASIC008257"
"ASIC008258";"ASIS010497";"ASIC008258"
"ASIC004613";"ASIS018387";"ASIC004613"
"ASIC0046241";"ASIS000521";"ASIC004624"
"ASIC0046242";"ASIS002066";"ASIC004624"
"ASIC0046243";"ASIS018387";"ASIC004624"
"ASIC004635";"ASIS021634";"ASIC004635"
"ASIC004646";"ASIS021338";"ASIC004646"
"ASIC004668";"ASIS020692";"ASIC004668"
"ASIC0046791";"ASIS011338";"ASIC004679"
"ASIC0046792";"ASIS013251";"ASIC004679"
"ASIC0046793";"ASIS016254";"ASIC004679"
"ASIC004690";"ASIS011338";"ASIC004690"
"ASIC004531";"ASIS011338";"ASIC004531"
"ASIC004542";"ASIS011338";"ASIC004542"
"ASIC004586";"ASIS000523";"ASIC004586"
"ASIC004597";"ASIS000523";"ASIC004597"
"ASIC004608";"ASIS002593";"ASIC004608"
"ASIC004611";"ASIS000668";"ASIC004611"
"ASIC004612";"ASIS002462";"ASIC004612"
"ASIC004614";"ASIS002462";"ASIC004614"
"ASIC004615";"ASIS002462";"ASIC004615"
"ASIC0046161";"ASIS002462";"ASIC004616"
"ASIC0046162";"ASIS007314";"ASIC004616"
"ASIC004617";"ASIS002462";"ASIC004617"
"ASIC004618";"ASIS002462";"ASIC004618"
"ASIC0046191";"ASIS002022";"ASIC004619"
"ASIC0046192";"ASIS012077";"ASIC004619"
"ASIC004620";"ASIS008630";"ASIC004620"
"ASIC004622";"ASIS001065";"ASIC004622"
"ASIC004623";"ASIS001065";"ASIC004623"
"ASIC004625";"ASIS006114";"ASIC004625"
"ASIC004626";"ASIS006541";"ASIC004626"
"ASIC004627";"ASIS009991";"ASIC004627"
"ASIC004628";"ASIS012868";"ASIC004628"
"ASIC004629";"ASIS016902";"ASIC004629"
"ASIC004630";"ASIS015217";"ASIC004630"
"ASIC004631";"ASIS023140";"ASIC004631"
"ASIC004632";"ASIS008112";"ASIC004632"
"ASIC0046341";"ASIS002709";"ASIC004634"
"ASIC0046342";"ASIS008535";"ASIC004634"
"ASIC004636";"ASIS018833";"ASIC004636"
"ASIC0046371";"ASIS018294";"ASIC004637"
"ASIC0046372";"ASIS018336";"ASIC004637"
"ASIC004638";"ASIS008365";"ASIC004638"
"ASIC004639";"ASIS004761";"ASIC004639"
"ASIC0046401";"ASIS000140";"ASIC004640"
"ASIC0046402";"ASIS023351";"ASIC004640"
"ASIC004641";"ASIS021801";"ASIC004641"
"ASIC004642";"ASIS009094";"ASIC004642"
"ASIC004644";"ASIS000048";"ASIC004644"
"ASIC004647";"ASIS010165";"ASIC004647"
"ASIC0046481";"ASIS012519";"ASIC004648"
"ASIC0046482";"ASIS016042";"ASIC004648"
"ASIC004650";"ASIS011519";"ASIC004650"
"ASIC004652";"ASIS018603";"ASIC004652"
"ASIC004653";"ASIS015386";"ASIC004653"
"ASIC004654";"ASIS000205";"ASIC004654"
"ASIC004655";"ASIS000205";"ASIC004655"
"ASIC004656";"ASIS019033";"ASIC004656"
"ASIC0046581";"ASIS008612";"ASIC004658"
"ASIC0046582";"ASIS019033";"ASIC004658"
"ASIC004659";"ASIS019033";"ASIC004659"
"ASIC0046601";"ASIS022927";"ASIC004660"
"ASIC0046602";"ASIS023367";"ASIC004660"
"ASIC004661";"ASIS023367";"ASIC004661"
"ASIC0046621";"ASIS002489";"ASIC004662"
"ASIC0046622";"ASIS012643";"ASIC004662"
"ASIC004663";"ASIS016130";"ASIC004663"
"ASIC004664";"ASIS004226";"ASIC004664"
"ASIC004666";"ASIS009318";"ASIC004666"
"ASIC0046671";"ASIS009318";"ASIC004667"
"ASIC0046672";"ASIS018884";"ASIC004667"
"ASIC0046691";"ASIS009318";"ASIC004669"
"ASIC0046692";"ASIS018884";"ASIC004669"
"ASIC0046711";"ASIS009318";"ASIC004671"
"ASIC0046712";"ASIS018884";"ASIC004671"
"ASIC004672";"ASIS009318";"ASIC004672"
"ASIC004674";"ASIS018636";"ASIC004674"
"ASIC004675";"ASIS023483";"ASIC004675"
"ASIC0046761";"ASIS001223";"ASIC004676"
"ASIC0046762";"ASIS008928";"ASIC004676"
"ASIC004677";"ASIS023080";"ASIC004677"
"ASIC004678";"ASIS006536";"ASIC004678"
"ASIC004685";"ASIS022471";"ASIC004685"
"ASIC004691";"ASIS004666";"ASIC004691"
"ASIC004692";"ASIS004666";"ASIC004692"
"ASIC004698";"ASIS021708";"ASIC004698"
"ASIC004699";"ASIS000812";"ASIC004699"
"ASIC004533";"ASIS019772";"ASIC004533"
"ASIC0045351";"ASIS001440";"ASIC004535"
"ASIC0045352";"ASIS017865";"ASIC004535"
"ASIC004540";"ASIS008263";"ASIC004540"
"ASIC004541";"ASIS003282";"ASIC004541"
"ASIC004543";"ASIS021172";"ASIC004543"
"ASIC004550";"ASIS015652";"ASIC004550"
"ASIC004551";"ASIS015652";"ASIC004551"
"ASIC004552";"ASIS005910";"ASIC004552"
"ASIC004554";"ASIS013364";"ASIC004554"
"ASIC0045551";"ASIS013364";"ASIC004555"
"ASIC0045552";"ASIS021704";"ASIC004555"
"ASIC004559";"ASIS003173";"ASIC004559"
"ASIC0045601";"ASIS003596";"ASIC004560"
"ASIC0045602";"ASIS009526";"ASIC004560"
"ASIC004562";"ASIS019331";"ASIC004562"
"ASIC0045631";"ASIS004952";"ASIC004563"
"ASIC0045632";"ASIS009855";"ASIC004563"
"ASIC0045633";"ASIS015479";"ASIC004563"
"ASIC0045634";"ASIS015589";"ASIC004563"
"ASIC004565";"ASIS009505";"ASIC004565"
"ASIC004567";"ASIS005887";"ASIC004567"
"ASIC004568";"ASIS017638";"ASIC004568"
"ASIC0045691";"ASIS008695";"ASIC004569"
"ASIC0045692";"ASIS020892";"ASIC004569"
"ASIC0045701";"ASIS008695";"ASIC004570"
"ASIC0045702";"ASIS012932";"ASIC004570"
"ASIC004571";"ASIS013258";"ASIC004571"
"ASIC004572";"ASIS013258";"ASIC004572"
"ASIC004573";"ASIS000576";"ASIC004573"
"ASIC004574";"ASIS006489";"ASIC004574"
"ASIC004576";"ASIS006489";"ASIC004576"
"ASIC004577";"ASIS006489";"ASIC004577"
"ASIC004578";"ASIS019242";"ASIC004578"
"ASIC004579";"ASIS019242";"ASIC004579"
"ASIC004583";"ASIS023132";"ASIC004583"
"ASIC004584";"ASIS004081";"ASIC004584"
"ASIC004585";"ASIS004081";"ASIC004585"
"ASIC004588";"ASIS007989";"ASIC004588"
"ASIC004589";"ASIS010024";"ASIC004589"
"ASIC004590";"ASIS018339";"ASIC004590"
"ASIC004591";"ASIS020771";"ASIC004591"
"ASIC004592";"ASIS004673";"ASIC004592"
"ASIC004593";"ASIS004673";"ASIC004593"
"ASIC004595";"ASIS006815";"ASIC004595"
"ASIC004596";"ASIS012722";"ASIC004596"
"ASIC004599";"ASIS012635";"ASIC004599"
"ASIC004602";"ASIS001563";"ASIC004602"
"ASIC004605";"ASIS015931";"ASIC004605"
"ASIC025321";"ASIS023981";"ASIC025321"
"ASIC004607";"ASIS000161";"ASIC004607"
"ASIC014045";"ASIS010179";"ASIC014045"
"ASIC014056";"ASIS008237";"ASIC014056"
"ASIC014067";"ASIS008237";"ASIC014067"
"ASIC014037";"ASIS022389";"ASIC014037"
"ASIC014046";"ASIS008693";"ASIC014046"
"ASIC014049";"ASIS021440";"ASIC014049"
"ASIC014050";"ASIS004341";"ASIC014050"
"ASIC014051";"ASIS000955";"ASIC014051"
"ASIC014055";"ASIS001585";"ASIC014055"
"ASIC014057";"ASIS013463";"ASIC014057"
"ASIC014058";"ASIS013211";"ASIC014058"
"ASIC014061";"ASIS017769";"ASIC014061"
"ASIC014062";"ASIS020111";"ASIC014062"
"ASIC014064";"ASIS020648";"ASIC014064"
"ASIC014066";"ASIS023540";"ASIC014066"
"ASIC014069";"ASIS019441";"ASIC014069"
"ASIC014070";"ASIS014256";"ASIC014070"
"ASIC014071";"ASIS017397";"ASIC014071"
"ASIC014072";"ASIS000909";"ASIC014072"
"ASIC014073";"ASIS000909";"ASIC014073"
"ASIC0140741";"ASIS000909";"ASIC014074"
"ASIC0140742";"ASIS001024";"ASIC014074"
"ASIC0140751";"ASIS000909";"ASIC014075"
"ASIC0140752";"ASIS001024";"ASIC014075"
"ASIC014077";"ASIS016420";"ASIC014077"
"ASIC0140861";"ASIS003213";"ASIC014086"
"ASIC0140862";"ASIS023268";"ASIC014086"
"ASIC014088";"ASIS004935";"ASIC014088"
"ASIC0140931";"ASIS003523";"ASIC014093"
"ASIC0140932";"ASIS009098";"ASIC014093"
"ASIC014101";"ASIS015870";"ASIC014101"
"ASIC014102";"ASIS010938";"ASIC014102"
"ASIC014103";"ASIS010938";"ASIC014103"
"ASIC014104";"ASIS010290";"ASIC014104"
"ASIC014105";"ASIS006559";"ASIC014105"
"ASIC0022711";"ASIS000487";"ASIC002271"
"ASIC0022712";"ASIS011218";"ASIC002271"
"ASIC002282";"ASIS002768";"ASIC002282"
"ASIC0022921";"ASIS000489";"ASIC002292"
"ASIC0022922";"ASIS004305";"ASIC002292"
"ASIC0022931";"ASIS000489";"ASIC002293"
"ASIC0022932";"ASIS004305";"ASIC002293"
"ASIC0022941";"ASIS005828";"ASIC002294"
"ASIC0022942";"ASIS023337";"ASIC002294"
"ASIC002295";"ASIS014196";"ASIC002295"
"ASIC002296";"ASIS010532";"ASIC002296"
"ASIC002273";"ASIS012955";"ASIC002273"
"ASIC002274";"ASIS006687";"ASIC002274"
"ASIC002275";"ASIS010018";"ASIC002275"
"ASIC002276";"ASIS013297";"ASIC002276"
"ASIC0022771";"ASIS002915";"ASIC002277"
"ASIC0022772";"ASIS006837";"ASIC002277"
"ASIC0022781";"ASIS006837";"ASIC002278"
"ASIC0022782";"ASIS015259";"ASIC002278"
"ASIC0022783";"ASIS018906";"ASIC002278"
"ASIC002280";"ASIS016077";"ASIC002280"
"ASIC002281";"ASIS023640";"ASIC002281"
"ASIC002283";"ASIS011884";"ASIC002283"
"ASIC002284";"ASIS018126";"ASIC002284"
"ASIC002285";"ASIS018801";"ASIC002285"
"ASIC002286";"ASIS000118";"ASIC002286"
"ASIC002287";"ASIS011104";"ASIC002287"
"ASIC002288";"ASIS022103";"ASIC002288"
"ASIC002290";"ASIS009403";"ASIC002290"
"ASIC005684";"ASIS016499";"ASIC005684"
"ASIC012481";"ASIS018468";"ASIC012481"
"ASIC012492";"ASIS012367";"ASIC012492"
"ASIC012503";"ASIS018746";"ASIC012503"
"ASIC012514";"ASIS018746";"ASIC012514"
"ASIC012482";"ASIS010016";"ASIC012482"
"ASIC012485";"ASIS012050";"ASIC012485"
"ASIC012486";"ASIS019533";"ASIC012486"
"ASIC012487";"ASIS014759";"ASIC012487"
"ASIC012488";"ASIS004512";"ASIC012488"
"ASIC012489";"ASIS021085";"ASIC012489"
"ASIC012490";"ASIS018041";"ASIC012490"
"ASIC012491";"ASIS004928";"ASIC012491"
"ASIC012496";"ASIS016560";"ASIC012496"
"ASIC012497";"ASIS016560";"ASIC012497"
"ASIC012498";"ASIS016560";"ASIC012498"
"ASIC012504";"ASIS003109";"ASIC012504"
"ASIC012516";"ASIS001201";"ASIC012516"
"ASIC012518";"ASIS002116";"ASIC012518"
"ASIC012527";"ASIS000517";"ASIC012527"
"ASIC012528";"ASIS020363";"ASIC012528"
"ASIC0125301";"ASIS007313";"ASIC012530"
"ASIC0125302";"ASIS019167";"ASIC012530"
"ASIC012531";"ASIS019167";"ASIC012531"
"ASIC012532";"ASIS007646";"ASIC012532"
"ASIC0125331";"ASIS001591";"ASIC012533"
"ASIC0125332";"ASIS007646";"ASIC012533"
"ASIC012534";"ASIS007985";"ASIC012534"
"ASIC012535";"ASIS018829";"ASIC012535"
"ASIC001569";"ASIS017205";"ASIC001569"
"ASIC0015801";"ASIS001347";"ASIC001580"
"ASIC0015802";"ASIS009045";"ASIC001580"
